order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
3a129877493c8189c59c60eb71d97c29,0913cdce793684e52bbfac69d87e91fd,canceled,2018-01-25 13:34:24,2018-01-25 13:50:20,2018-01-26 21:42:18,,2018-02-23,11c3d6c93dea6ce86769a4835c171bd9,87013,maringa,PR,2,Voucher,1,36.88,1,7e857e35018e4a05b7d124d1628dc1f0,3fd1e727ba94cfe122d165e176ce7967,2018-01-31 13:50:20,35.9,15.1,14802,araraquara,SP,esporte_lazer,14.0,1346.0,1.0,329.0,20.0,16.0,18.0,sports_leisure
745e1d4a7f8c4b548881788d4113bb1d,7198d7088442e4ddfe553353d8ddc957,processing,2017-11-17 06:34:36,2017-11-18 02:15:40,,,2017-12-12,11160ccb67a77abe36dd062bd2701a04,12230,sao jose dos campos,SP,1,Boleto,1,48.0,1,4ddea479f39c2acfbde72ff8ddcec134,ec21206b7894c503788a684a7bc822a6,2017-11-24 02:15:40,32.9,15.1,28950,armacao dos buzios,RJ,bebes,59.0,545.0,1.0,50.0,16.0,10.0,16.0,baby
1d52ba7197c7acebbb4f826f6585536f,c9c7fe860d602373a9e93f8bfe9d877a,processing,2017-02-13 18:32:55,2017-02-13 18:43:55,,,2017-04-04,fd0c94860d35a337f8954558e9e0181c,24210,niteroi,RJ,1,Credit Card,1,286.09,1,4c35791f944cf1550e8ae288b3f9e258,79ee721b6f766066a80264402548d359,2017-03-04 17:32:55,269.0,17.09,17011,bauru,SP,informatica_acessorios,53.0,514.0,3.0,424.0,25.0,10.0,19.0,computers_accessories
d815bd2c2bdd79e4c0e0263caa986d66,04d7d73089b39d83f81b829cbd98e43d,processing,2017-03-15 10:30:17,2017-03-15 10:30:17,,,2017-04-13,86badf62319a7671b78a73b6b1e69fbf,35170,coronel fabriciano,MG,1,Boleto,1,69.61,1,8f7a3322e1abfed89ac080b0f7364779,ffff564a4f9085cd26170f4732393726,2017-03-29 10:30:17,52.5,17.11,13070,campinas,SP,alimentos,25.0,283.0,1.0,1403.0,29.0,36.0,33.0,food
52b828f13e08788433adad4a7d135779,3c9a7cf7435eb8c2afd717c62809b521,processing,2018-05-05 22:32:38,2018-05-05 22:53:19,,,2018-06-01,cd48886e32a6b31ca3e4cba232dfd38d,5863,sao paulo,SP,1,Credit Card,4,176.83,1,83b00325c13c44245b2c3a2befa62a0e,ad781527c93d00d89a11eecd9dcad7c1,2018-05-17 22:53:19,139.99,36.84,15015,sao jose do rio preto,SP,bebes,56.0,621.0,1.0,10700.0,40.0,40.0,40.0,baby
56ab0ef6726f49b711b84ce62e305c7c,5a643f32f961a09e6046bad513aa588b,processing,2017-11-21 17:54:26,2017-11-22 17:59:31,,,2017-12-13,5313d6ca5d25744acf9877f61c01c189,88020,florianopolis,SC,1,Credit Card,10,498.92,1,86bddf117876feb2e7ab68191c9b8bb1,2e3be8a987a30d7544dbbda6861cc14e,2017-11-30 17:59:31,479.0,19.92,30620,belo horizonte,MG,informatica_acessorios,46.0,153.0,3.0,50.0,42.0,9.0,25.0,computers_accessories
0966b61e30c4a07edbd7523f59b3f3e4,2fcc597b8934d99715dbfff7909dd27f,canceled,2018-05-22 18:50:55,2018-05-22 19:17:15,,,2018-07-03,da4f38e2697f8013c97ed2d8af65e0b9,28898,rio das ostras,RJ,1,Credit Card,5,274.11,1,d062241f27854330b57851b64d08d472,37ceb404da208418c9032f0674e57804,2018-06-18 19:17:15,68.31,23.06,4615,sao paulo,SP,moveis_decoracao,53.0,479.0,4.0,500.0,20.0,20.0,20.0,furniture_decor
0966b61e30c4a07edbd7523f59b3f3e4,2fcc597b8934d99715dbfff7909dd27f,canceled,2018-05-22 18:50:55,2018-05-22 19:17:15,,,2018-07-03,da4f38e2697f8013c97ed2d8af65e0b9,28898,rio das ostras,RJ,1,Credit Card,5,274.11,2,d062241f27854330b57851b64d08d472,37ceb404da208418c9032f0674e57804,2018-06-18 19:17:15,68.31,23.06,4615,sao paulo,SP,moveis_decoracao,53.0,479.0,4.0,500.0,20.0,20.0,20.0,furniture_decor
0966b61e30c4a07edbd7523f59b3f3e4,2fcc597b8934d99715dbfff7909dd27f,canceled,2018-05-22 18:50:55,2018-05-22 19:17:15,,,2018-07-03,da4f38e2697f8013c97ed2d8af65e0b9,28898,rio das ostras,RJ,1,Credit Card,5,274.11,3,d062241f27854330b57851b64d08d472,37ceb404da208418c9032f0674e57804,2018-06-18 19:17:15,68.31,23.06,4615,sao paulo,SP,moveis_decoracao,53.0,479.0,4.0,500.0,20.0,20.0,20.0,furniture_decor
9021cf1919f615a121410790dcce848f,7acf55df0298e1d2c31200fb4f6fb93b,canceled,2018-07-04 16:05:56,2018-07-06 02:55:16,,,2018-08-22,54d7a15160876f86860fd741b906a742,39230,buenopolis,MG,1,Boleto,1,233.87,1,e3db46616e0d26551a86377bab9b0308,8444e55c1f13cd5c179851e5ca5ebd00,2018-08-08 02:55:16,219.0,14.87,37584,congonhal,MG,perfumaria,42.0,453.0,2.0,523.0,20.0,16.0,17.0,perfumery
51b0dccc8596ce37a930dff2d63a10a2,31bf1057b00f14804278590bbac18b1b,invoiced,2017-05-05 22:34:48,2017-05-05 22:45:12,,,2017-06-06,561cfc00b430b16ff8e8d36429d709e7,32400,ibirite,MG,1,Credit Card,6,117.68,1,bace90a7338e9d31371ad47811cf4c7d,1a3df491d1c4f1589fc2b934ada68bf2,2017-05-11 22:45:12,99.9,17.78,89224,joinville,SC,cama_mesa_banho,51.0,2253.0,2.0,6450.0,60.0,14.0,38.0,bed_bath_table
a39d3db795a5cf4c8b6c9dd050f0d326,ec66df2cb66dfda07c03050470e21f69,canceled,2017-03-13 16:12:24,2017-03-13 16:12:24,,,2017-03-30,8c36d7644f5966816dcdd2d70b606eba,9050,santo andre,SP,1,Credit Card,4,146.01,1,baeb8e1a680cf9e1f13557d74b6cec3d,a36ac007a4d18f865c8d32c3b2402c2d,2017-03-17 16:12:24,129.99,16.02,6455,barueri,SP,ferramentas_jardim,20.0,2751.0,3.0,2400.0,31.0,28.0,15.0,garden_tools
5504eaa5a86eb25fa666cf2e6b96c701,a30be38e1ed0ffb39b318bf1d15e98d9,invoiced,2017-11-29 08:33:06,2017-11-29 08:56:23,,,2017-12-20,43f17abb82aa3e528eb5fbacc9b92c77,24445,sao goncalo,RJ,1,Credit Card,1,131.57,1,4a3b0111d9c112251e4732b44d1d118b,3a734b715d333a2588a3d54a0c9b8746,2017-12-05 08:56:23,117.0,14.57,6132,osasco,SP,telefonia,52.0,865.0,3.0,300.0,20.0,15.0,15.0,telephony
4ea3508e2de6e58640c0efe3ef758829,75776b1f1b023dd82d5fafe940616c1e,processing,2017-05-21 23:42:14,2017-05-22 00:35:23,,,2017-06-21,713e7f4511e7c790a743897d3ea47c08,3929,sao paulo,SP,1,Credit Card,4,80.89,1,7ac3d0879c16f4e7e9a6a45d576e0efa,ad738d3fcf42655ed15c4960b7b6c601,2017-05-31 00:35:23,65.0,15.89,93425,novo hamburgo,RS,moveis_decoracao,52.0,270.0,2.0,250.0,25.0,10.0,17.0,furniture_decor
375f80ffc05feb35ce2680f1fa490575,8f6e5911262a8742393596bee2c09eac,canceled,2017-06-13 21:10:05,2017-06-13 21:22:35,,,2017-07-06,1262c5e6cb8a5dc8c45fde0d536da589,20560,rio de janeiro,RJ,1,Credit Card,2,111.02,1,b23cca4f37391d03408aed65983bdc40,fc99f99385ae90f66f01733856fb88c9,2017-06-19 21:22:35,89.9,21.12,18550,boituva,SP,brinquedos,18.0,298.0,1.0,3865.0,40.0,35.0,35.0,toys
533e104c4193cf07d264603f7800fb71,2f95fc8f86679d432d77e9d0316fac48,processing,2017-02-06 15:33:57,2017-02-06 15:42:27,,,2017-03-03,101968800abfdd1b81ae25d804eadafb,19300,presidente bernardes,SP,1,Credit Card,4,44.51,1,f142a5ca78eb112cafbcf29f9a43eca7,02a2272692e13558373c66db98f05e2e,2017-02-10 15:33:57,29.99,14.52,20040,rio de janeiro,RJ,telefonia,58.0,298.0,1.0,50.0,20.0,20.0,20.0,telephony
6bfa92d3952f762df12752e4937cd63e,6ccb997c97b0734228b454ba220ed00e,canceled,2018-04-27 21:28:24,2018-04-27 21:52:18,,,2018-05-10,6eb9314151358fa3229b370c00fa289d,3282,sao paulo,SP,1,Credit Card,1,120.31,1,5016388edcd982069aa2d39a8a878da7,ac6417315ae5da8f9a38ee11de6f7780,2018-05-03 21:52:18,72.5,47.81,7400,aruja,SP,esporte_lazer,33.0,201.0,1.0,22800.0,65.0,50.0,42.0,sports_leisure
c3a6dc9afef5794ea4a867b5a18e0ad1,0c305f688ce08dc9402a2164fd6f29d6,invoiced,2017-11-25 14:10:20,2017-11-25 17:32:57,,,2017-12-19,f68cbab6cbaab1d6226e2dafed486578,74315,goiania,GO,1,Voucher,1,54.09,1,baff5f5a048f514e921ea530c4a7a814,e09887ca8c7bf8a4621ce481820414ef,2017-11-30 17:31:31,39.99,14.1,8431,sao paulo,SP,moveis_decoracao,31.0,222.0,2.0,450.0,16.0,40.0,30.0,furniture_decor
2eb5ba20812f78127f6243fa27fb40e5,d5420a7dc4c5c1f95b7912368419f59f,canceled,2017-05-29 18:10:06,2017-05-31 07:02:46,,,2017-06-20,4d024a9c22e0d1232091ee9915499719,16370,promissao,SP,1,Boleto,1,252.61,1,d88d2f4938825da4771d7972d76c5da7,2f09f7d37a97956d11cc1a7cadd5262b,2017-06-07 07:02:46,180.0,72.61,14090,ribeirao preto,SP,esporte_lazer,43.0,318.0,1.0,30000.0,25.0,96.0,79.0,sports_leisure
880835c91a5227560bdb8d0f45c60579,410a24845e470f3c52bb78f084d359b5,processing,2017-03-08 09:10:55,2017-03-09 03:33:21,,,2017-04-04,f9ec24fb9f7ff631c6dd18328df0013c,77817,araguaina,TO,1,Boleto,1,96.98,1,96aca2f53bcaed6f466449f7fb18ae75,ffff564a4f9085cd26170f4732393726,2017-03-15 03:33:21,79.0,17.98,13070,campinas,SP,,,,,400.0,16.0,16.0,16.0,
566c5bff1142c9d6003a83fd2e8ad1e5,892022d497c9598ce4a313f64ceaa87e,invoiced,2017-11-23 18:03:23,2017-11-23 18:25:18,,,2017-12-18,d789900b27c0988cf06890bb619520a0,5587,sao paulo,SP,1,Credit Card,1,17.17,1,cf8c588a4b9b7599aa4807e78bbc65a9,36a968b544695394e4e9d7572688598f,2017-11-29 18:25:18,8.9,8.27,11010,santos,SP,informatica_acessorios,24.0,456.0,1.0,50.0,60.0,16.0,11.0,computers_accessories
1950d777989f6a877539f53795b4c3c3,1bccb206de9f0f25adc6871a1bcf77b2,canceled,2018-02-19 19:48:52,2018-02-19 20:56:05,2018-02-20 19:57:13,2018-03-21 22:03:51,2018-03-09,6a04c8339c44b23e189446216a494569,32071,contagem,MG,1,Credit Card,2,44.09,1,e435ceb7ced9b8446defd858630454ed,2a61c271b1ac763450d846849783e922,2018-02-23 20:56:05,29.99,14.1,9175,santo andre,SP,beleza_saude,28.0,792.0,1.0,440.0,20.0,11.0,17.0,health_beauty
369423839b4d9789d69665b7c2361443,fd09581178029df57e2c1f177fc8ef29,processing,2017-11-10 08:56:32,2017-11-11 03:10:33,,,2017-12-05,bbf0cbba57c53c0db5f7457d752bd431,14745,terra roxa,SP,1,Boleto,1,331.58,1,719845ce971819fd01ef5e1e9441390b,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-17 03:10:33,149.99,15.8,22240,rio de janeiro,RJ,brinquedos,49.0,494.0,2.0,237.0,26.0,29.0,19.0,toys
369423839b4d9789d69665b7c2361443,fd09581178029df57e2c1f177fc8ef29,processing,2017-11-10 08:56:32,2017-11-11 03:10:33,,,2017-12-05,bbf0cbba57c53c0db5f7457d752bd431,14745,terra roxa,SP,1,Boleto,1,331.58,2,719845ce971819fd01ef5e1e9441390b,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-17 03:10:33,149.99,15.8,22240,rio de janeiro,RJ,brinquedos,49.0,494.0,2.0,237.0,26.0,29.0,19.0,toys
b4c9f083bce61caf47fb38f9ba058bce,6ce60503e530d8a67926e9b8e3fdb635,invoiced,2017-08-05 16:00:56,2017-08-05 16:15:16,,,2017-08-30,5c338a1f817634937de82b48141a62a3,20770,rio de janeiro,RJ,1,Credit Card,6,125.12,1,0f96cb6fd0ba832f2d7a21d13b251526,ec8879960bd2221d5c32f8e12f7da711,2017-08-11 16:15:16,104.9,20.22,13253,itatiba,SP,informatica_acessorios,49.0,1245.0,1.0,2200.0,18.0,25.0,18.0,computers_accessories
db4d39113d1f1f359709384518d81e31,91aed284ce3e18b2be4cb2dafc798b51,processing,2017-09-19 11:08:41,2017-09-19 11:34:08,,,2017-10-10,8c7a12d87bfd2f5ad0a1f5c573f0d960,86600,rolandia,PR,1,Credit Card,6,97.8,1,f15dfa318985df28b020ca9fa88552aa,d20b021d3efdf267a402c402a48ea64b,2017-09-25 11:28:11,79.99,17.81,14940,ibitinga,SP,moveis_decoracao,63.0,465.0,2.0,8050.0,80.0,10.0,60.0,furniture_decor
6261f3240a8778c656bd28aeb2ba9985,59c0ac147fb499a0f14577f508a3657d,canceled,2017-05-31 13:21:35,2017-06-01 13:35:20,,,2017-07-04,23643c53099bde88bb77d5a199704035,45075,vitoria da conquista,BA,1,Credit Card,8,215.83,1,58b0b0b3e6b7f8ecd3874db9c141250d,a673821011d0cec28146ea42f5ab767f,2017-06-08 13:35:20,198.0,17.83,3809,sao paulo,SP,brinquedos,58.0,2876.0,4.0,850.0,25.0,55.0,25.0,toys
5ad5a1ef522da1732ab963ea1fb6165b,a76e74100709762a48e683a177dc86b0,canceled,2017-06-22 19:53:09,2017-06-22 20:05:23,,,2017-07-05,25909109137a0ddcd2aa2e4c8cce912c,3166,sao paulo,SP,1,Credit Card,1,25.23,1,f52a0f70e54976873a4a7402349c6105,c1d1ebb4745cc43cb6f05e9c8a705c9a,2017-06-28 20:05:23,13.5,11.73,8070,sao paulo,SP,,,,,1500.0,70.0,4.0,18.0,
e2beeb3a428f811804079bc11b23c0c0,31665bd5bc542687ab54c9fd9ed9917b,processing,2017-12-28 12:46:11,2017-12-28 12:54:49,,,2018-01-24,afbe9434938af234d7169a2afd77dfdb,25025,duque de caxias,RJ,1,Voucher,1,139.18,1,0a57f7d2c983bcf8188589a5fea4a8da,4342d4b2ba6b161468c63a7e7cfce593,2018-01-10 12:54:49,129.9,9.28,22793,rio de janeiro,RJ,relogios_presentes,33.0,932.0,1.0,396.0,18.0,11.0,14.0,watches_gifts
f029d5966aa03c87e17e2482f86202b1,ece9fb6661a1dc0cd93f5f8c9cf13b83,invoiced,2017-10-23 21:44:36,2017-10-23 21:56:09,,,2017-11-14,9bee7cfdef5ae8cc38f95568d8aaa499,38280,iturama,MG,1,Credit Card,10,132.57,1,4a3b0111d9c112251e4732b44d1d118b,3a734b715d333a2588a3d54a0c9b8746,2017-10-27 21:56:09,117.0,15.57,6132,osasco,SP,telefonia,52.0,865.0,3.0,300.0,20.0,15.0,15.0,telephony
1c54750859f8472306a0b63d74e782ef,54b30cf929edf0b2c88698d991241574,processing,2017-02-25 15:37:25,2017-03-02 03:50:30,,,2017-03-23,e616b8462d4d4fadad750989fe75d0a4,2998,sao paulo,SP,1,Boleto,1,105.17,1,771fdcb0db87731f794a0e723e93b732,f5403d3f50089112c4eed37928b7f622,2017-03-13 03:50:30,93.9,11.27,15600,fernandopolis,SP,fashion_roupa_feminina,63.0,437.0,4.0,300.0,36.0,6.0,27.0,fashio_female_clothing
6a828279d73f18174dd3b9c653d5213d,c994647aae9a45b8ae6eb75b77354ed3,invoiced,2017-06-25 17:54:26,2017-06-25 18:05:22,,,2017-07-14,82cb8c783b1700af07ae77355cc81c70,26085,nova iguacu,RJ,1,Credit Card,2,27.25,1,b1f4ba08a7cc4ec6ba47a54fe99beea4,0747d5bb69f0586cc869d8af4c50f93e,2017-06-29 18:05:22,14.9,12.35,28990,saquarema,RJ,beleza_saude,52.0,94.0,1.0,200.0,20.0,4.0,11.0,health_beauty
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08,,,2018-02-06,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP,1,Credit Card,1,216.0,1,70adb75b3b2e86cffbb697c90867c3f3,4e2627090e6e5b9fabba883a37897683,2018-01-21 22:09:08,39.9,14.1,31565,belo horizonte,MG,moveis_decoracao,31.0,437.0,2.0,100.0,65.0,11.0,11.0,furniture_decor
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08,,,2018-02-06,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP,1,Credit Card,1,216.0,2,70adb75b3b2e86cffbb697c90867c3f3,4e2627090e6e5b9fabba883a37897683,2018-01-21 22:09:08,39.9,14.1,31565,belo horizonte,MG,moveis_decoracao,31.0,437.0,2.0,100.0,65.0,11.0,11.0,furniture_decor
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08,,,2018-02-06,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP,1,Credit Card,1,216.0,3,70adb75b3b2e86cffbb697c90867c3f3,4e2627090e6e5b9fabba883a37897683,2018-01-21 22:09:08,39.9,14.1,31565,belo horizonte,MG,moveis_decoracao,31.0,437.0,2.0,100.0,65.0,11.0,11.0,furniture_decor
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08,,,2018-02-06,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP,1,Credit Card,1,216.0,4,70adb75b3b2e86cffbb697c90867c3f3,4e2627090e6e5b9fabba883a37897683,2018-01-21 22:09:08,39.9,14.1,31565,belo horizonte,MG,moveis_decoracao,31.0,437.0,2.0,100.0,65.0,11.0,11.0,furniture_decor
0fb3b7bbfc3693b115aa62a83fad2714,9f546895f9d0841df86f8681992083b9,processing,2018-03-13 20:37:20,2018-03-13 21:40:22,,,2018-04-03,de7c0cdd4a7d9336e71adfbfdc11334c,13098,campinas,SP,1,Credit Card,1,656.16,1,de36d205f68196c28c2575937b9e737e,ad8ada0ffa993cb1197d102d9ab21a3e,2018-03-20 21:31:16,299.9,28.18,38445,araguari,MG,construcao_ferramentas_construcao,46.0,767.0,3.0,2000.0,48.0,25.0,48.0,construction_tools_construction
0fb3b7bbfc3693b115aa62a83fad2714,9f546895f9d0841df86f8681992083b9,processing,2018-03-13 20:37:20,2018-03-13 21:40:22,,,2018-04-03,de7c0cdd4a7d9336e71adfbfdc11334c,13098,campinas,SP,1,Credit Card,1,656.16,2,de36d205f68196c28c2575937b9e737e,ad8ada0ffa993cb1197d102d9ab21a3e,2018-03-20 21:31:16,299.9,28.18,38445,araguari,MG,construcao_ferramentas_construcao,46.0,767.0,3.0,2000.0,48.0,25.0,48.0,construction_tools_construction
96ae30a2357a999e6010b2f1401af374,44ea012b92b665f5f4c775f3f0a63d7b,canceled,2017-07-31 16:37:31,2017-07-31 16:50:17,,,2017-08-18,beb5288c896678914470c6a650c78302,14955,borborema,SP,1,Credit Card,1,38.75,1,20cfa43a881c16cdedaaab83e139d302,45d33f715e24d15a6ccf5c17b3a23e3c,2017-08-04 16:50:17,26.9,11.85,18015,sorocaba,SP,informatica_acessorios,46.0,339.0,3.0,247.0,29.0,7.0,21.0,computers_accessories
73c182f8914a0064d6c64ad65e4c6942,f51c6d9e24e077d5755ac7abdb209b1e,canceled,2017-02-08 00:53:19,2017-02-08 01:05:12,,,2017-03-15,fcd318dd219cded4518d90c72b04281a,75095,anapolis,GO,1,Credit Card,3,67.68,1,8d98dedc3c19de17f1a090195e85d6b6,fa40cc5b934574b62717c68f3d678b6d,2017-02-12 00:53:19,49.9,17.78,2310,sao paulo,SP,brinquedos,40.0,617.0,4.0,300.0,16.0,7.0,20.0,toys
be33d865802b05e364fc5f46166e5acf,1a002323bd40f93378ee1824e2343798,invoiced,2018-04-03 13:55:48,2018-04-04 03:29:18,,,2018-04-27,6a40f754c2e8908ff6d13430e6342c29,19400,presidente venceslau,SP,1,Boleto,1,147.39,1,55b0c08f98075107c8b7d4ccded44f05,0ea22c1cfbdc755f86b9b54b39c16043,2018-04-10 03:29:18,19.9,34.2,35700,sete lagoas,MG,fashion_bolsas_e_acessorios,38.0,158.0,5.0,150.0,16.0,9.0,20.0,fashion_bags_accessories
be33d865802b05e364fc5f46166e5acf,1a002323bd40f93378ee1824e2343798,invoiced,2018-04-03 13:55:48,2018-04-04 03:29:18,,,2018-04-27,6a40f754c2e8908ff6d13430e6342c29,19400,presidente venceslau,SP,1,Boleto,1,147.39,2,9ef6c728ed471353c6f06bf8013882c5,0ea22c1cfbdc755f86b9b54b39c16043,2018-04-10 03:29:18,24.9,68.39,35700,sete lagoas,MG,fashion_bolsas_e_acessorios,46.0,118.0,3.0,1000.0,20.0,20.0,20.0,fashion_bags_accessories
e5fa5a7210941f7d56d0208e4e071d35,683c54fc24d40ee9f8a6fc179fd9856c,canceled,2016-09-05 00:15:34,2016-10-07 13:17:15,,,2016-10-28,4854e9b3feff728c13ee5fc7d1547e92,99025,passo fundo,RS,1,Credit Card,3,75.06,1,f3c2d01a84c947b078e32bbef0718962,a425f92c199eb576938df686728acd20,2016-09-19 00:15:34,59.5,15.56,81050,curitiba,PR,telefonia,42.0,381.0,1.0,700.0,25.0,2.0,25.0,telephony
